Ubicazione
VIA PRINCIPE AMEDEO num.00210; (z.d. 1)
VIA PRINCIPE EUGENIO N. 22 ; (z.d. 8)
VIA PRINCIPE EUGENIO N. 25 ; (z.d. 8)
VIA PRINCIPE EUGENIO N. 30 ; (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 21 (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 26 ; (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 27 ; (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 36 (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 36 ; (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 66 ; (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 69 (z.d. 8)
VIA PROCACCINI GIULIO CESARE N. 69 ; (z.d. 8)
VIA PROCOPIO N. 5 ; (z.d. 6)
VIA PULCI LUIGI N. 14 ; (z.d. 9)
VIA PULCI LUIGI N. 15 (z.d. 9)
VIA PURICELLI GIAN PIETRO N. 2 ; (z.d. 7)
VIA PURICELLI GIAN PIETRO N. 4 ; (z.d. 7)
VIA QUADRIO MAURIZIO N. 25 ; (z.d. 8)
VIA QUADRONNO N. 34 ; (z.d. 1)
VIA QUARANTA BERNARDO N. 45 ; (z.d. 5)
VIA QUARENGHI GIACOMO N. 23 ; (z.d. 8)
VIA QUARENGHI GIACOMO N. 23 in centro comm. bonola; (z.d. 8)
VIA QUARENGHI GIACOMO N. 34 ; (z.d. 8)
VIA QUARENGHI GIACOMO N. 40 ; (z.d. 8)
VIA QUARENGHI GIACOMO N. 8 ; (z.d. 8)
VIA QUINTO ROMANO N. 14 ; (z.d. 7)
VIA QUINTO ROMANO N. 52 ; (z.d. 7)
VIA QUINTO ROMANO N. 70 ; (z.d. 7)
VIA RAMAZZINI BERNARDINO N. 11 ; (z.d. 3)
VIA RASORI GIOVANNI N. 12 ; (z.d. 7)
VIA RASORI GIOVANNI N. 2 ; (z.d. 7)
VIA RASORI GIOVANNI N. 4 ; (z.d. 7)
VIA RASORI GIOVANNI N. 8 ; (z.d. 7)
VIA RAVENNA N. 14 ; (z.d. 4)
VIA RAVIZZA CARLO N. 21 ; (z.d. 7)
VIA RAVIZZA CARLO N. 24 ; (z.d. 7)
VIA RAVIZZA CARLO N. 4 ; (z.d. 7)
VIA RAVIZZA CARLO N. 8 (z.d. 7)
VIA REDI FRANCESCO N. 23 piano rialzato; (z.d. 3)
VIA REGALDI GIUSEPPE N. 21 ; (z.d. 9)
VIA REGGIO N. 5 int.teatro piccola commenda; (z.d. 1)
VIA REINA FRANCESCO N. 11 ; (z.d. 4)
VIA REINACH ERNESTO N. 7 ; (z.d. 9)
VIA REMBRANDT N. 12 ; (z.d. 7)
VIA REMBRANDT N. 22 ; (z.d. 7)
VIA REMBRANDT N. 27 ; (z.d. 7)
VIA REMBRANDT N. 47 ; (z.d. 7)
VIA REMBRANDT N. 49 ; (z.d. 7)
VIA REMBRANDT N. 56 (z.d. 7)
VIA REMBRANDT N. 56 ; (z.d. 7)
VIA REMBRANDT N. 58 ; (z.d. 7)
VIA REMBRANDT N. 65 (z.d. 7)
VIA REMBRANDT N. 67 ; (z.d. 7)
VIA REMBRANDT N. 69 ; (z.d. 7)
VIA REMBRANDT N. 9 ; (z.d. 7)
VIA RENZO E LUCIA N. 1 (z.d. 5)
VIA RENZO E LUCIA N. 1 ; (z.d. 5)
VIA RENZO E LUCIA N. 3 (z.d. 5)
VIA RESEGONE N. 1 ingresso via lancetti; (z.d. 9)
VIA RESSI ADEODATO N. 21 ; (z.d. 2)
VIA RESSI ADEODATO N. 23 ; (z.d. 2)
VIA REZIA N. 1 ; (z.d. 4)
VIA REZIA N. 8 ; (z.d. 4)
VIA RICCARDI PADRE PLACIDO N. 19 ; (z.d. 2)
VIA RICCARDI PADRE PLACIDO N. 23 ; (z.d. 2)
VIA RICCIARELLI DANIELE N. 1 ; (z.d. 7)
VIA RICCIARELLI DANIELE N. 20 ; (z.d. 7)
VIA RICCIARELLI DANIELE N. 29 ; (z.d. 7)
VIA RICCIARELLI DANIELE N. 39 ; (z.d. 7)
VIA RICCIARELLI DANIELE N. 45 ; (z.d. 7)
VIA RICORDI GIOVANNI N. 2 ; (z.d. 3)
VIA RICORDI GIOVANNI N. 30 ; (z.d. 3)
VIA RICOTTI ERCOLE N. 22 p.t. e primo piano; (z.d. 9)
VIA RIMINI N. 2 ; (z.d. 5)
VIA RIMINI N. 23 ; (z.d. 6)
VIA RIMINI N. 5 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 1 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 113 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 128 (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 184 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 19 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 190 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 191 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 193 ; (z.d. 5)
"VIA RIPAMONTI GIUSEPPE N. 195 via ripamonti, 195 - milano (z.d. 5)"
VIA RIPAMONTI GIUSEPPE N. 207 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 212 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 213 (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 214 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 218 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 219 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 22 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 227 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 236 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 244 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 246 (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 27 (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 5 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 7 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE N. 9 ; (z.d. 5)
VIA RIPAMONTI GIUSEPPE num.199.; (z.d. 5)
VIA RISMONDO FRANCESCO N. 1 ; (z.d. 7)
VIA RISMONDO FRANCESCO N. 110 ; (z.d. 7)
VIA RISMONDO FRANCESCO N. 17 ; (z.d. 7)
VIA RISMONDO FRANCESCO N. 2 ; (z.d. 7)
VIA RISMONDO FRANCESCO N. 30 ; (z.d. 7)
VIA RISMONDO FRANCESCO N. 5 ; (z.d. 7)
VIA RISMONDO FRANCESCO N. 72 ; (z.d. 7)
VIA RISMONDO FRANCESCO N. 9 ; (z.d. 7)
VIA RIVA DI TRENTO N. 1 ; (z.d. 4)
VIA RIVA DI TRENTO N. 2 ; (z.d. 4)
VIA RIVOLI N. 2 ; (z.d. 1)
VIA ROCCA D'ANFO N. 4 ; (z.d. 9)
VIA ROGGIA SCAGNA N. 1 ; (z.d. 2)
VIA ROGOREDO N. 97 ; (z.d. 4)
VIA ROMAGNOSI GIAN DOMENICO N. 4 ; (z.d. 1)
VIA ROMANO GIULIO N. 17 ; (z.d. 5)
VIA ROMANO GIULIO N. 25 ; (z.d. 5)
VIA ROMANO GIULIO N. 9 ; (z.d. 5)
VIA ROMBON N. 23 ; (z.d. 3)
VIA ROMBON N. 29 ; (z.d. 3)
VIA ROMBON N. 38 ; (z.d. 3)
VIA ROMBON N. 44 ; (z.d. 3)
VIA ROMEO NICOLA N. 3 (z.d. 5)
VIA ROMEO NICOLA N. 3 ; (z.d. 5)
VIA ROMEO NICOLA N. 5 ; (z.d. 5)
VIA ROMEO NICOLA N. 6 ; (z.d. 5)
VIA ROMILLI ARCIVESCOVO N. 14 ; (z.d. 5)
VIA ROMILLI ARCIVESCOVO N. 24 ; (z.d. 5)
VIA ROMILLI ARCIVESCOVO N. 26 ; (z.d. 5)
VIA ROMILLI ARCIVESCOVO N. 29 ; (z.d. 4)
VIA ROMILLI ARCIVESCOVO N. 5 ; (z.d. 4)
VIA RONCAGLIA N. 35 ; (z.d. 6)
VIA RONCHI N. 11 ; (z.d. 3)
VIA RONCHI N. 35 ; (z.d. 3)
VIA RONCHI N. 39 ; (z.d. 3)
VIA RONCHI num.037; (z.d. 3)
VIA ROSMINI ANTONIO N. 6 2ø piano; (z.d. 1)
VIA ROSMINI ANTONIO N. 7 ; (z.d. 1)
VIA ROSMINI ANTONIO num.001a; (z.d. 1)
VIA ROSSI PELLEGRINO N. 13 ; (z.d. 9)
VIA ROSSI PELLEGRINO N. 21 ; (z.d. 9)
VIA ROSSI PELLEGRINO N. 22 ; (z.d. 9)
VIA ROSSI PELLEGRINO N. 43 (z.d. 9)
VIA ROSSI PELLEGRINO N. 49 ; (z.d. 9)
VIA ROSSI PELLEGRINO N. 59 ; (z.d. 9)
VIA ROSSI PELLEGRINO N. 81 ; (z.d. 9)
VIA ROSSI PELLEGRINO N. 83 (z.d. 9)
VIA ROSSI PELLEGRINO N. 90 ; (z.d. 9)
VIA ROSSI PELLEGRINO N. 91 ingr.v.armellini; (z.d. 9)
VIA ROSSINI GIOACCHINO N. 5 ; (z.d. 1)
VIA ROTONDI GIOVANNI N. 8 ; (z.d. 8)
VIA ROTTA PAOLO N. 10 ; (z.d. 9)
VIA ROVELLO N. 1 al piano terra; (z.d. 1)
VIA ROVELLO N. 18 ; (z.d. 1)
VIA ROVERETO N. 11 ; (z.d. 2)
VIA ROVERETO N. 12 ; (z.d. 2)
VIA ROVETTA GEROLAMO N. 19 ; (z.d. 2)
VIA RUBENS PIETRO N. 10 ; (z.d. 7)
VIA RUBENS PIETRO N. 13 ; (z.d. 7)
VIA RUBENS PIETRO N. 14 ; (z.d. 7)
VIA RUBENS PIETRO N. 19 (z.d. 7)
VIA RUBENS PIETRO N. 19 ; (z.d. 7)
VIA RUBENS PIETRO N. 22 ; (z.d. 7)
VIA RUBENS PIETRO N. 28 ; (z.d. 7)
VIA RUCELLAI BERNARDO N. 12 ; (z.d. 2)
VIA RUCELLAI BERNARDO N. 50 ; (z.d. 2)
VIA RUGGERO DI LAURIA N. 15 ; (z.d. 8)
VIA RUGGERO DI LAURIA N. 20 ; (z.d. 8)
VIA RUSSO VINCENZO N. 17 ; (z.d. 2)
VIA RUSSO VINCENZO N. 8 ; (z.d. 2)
VIA RUSSOLI FRANCO N. 4 ; (z.d. 6)
VIA RUTILIA N. 4 ; (z.d. 5)
VIA S. GIOV. SUL MURO N. 12 (z.d. 1)
VIA S. GIOV. SUL MURO N. 14 (z.d. 1)
VIA S. GIOV. SUL MURO N. 14 ; (z.d. 1)
VIA S. GIOV. SUL MURO N. 14 con ingresso in via brentano; (z.d. 1)
VIA S. GIOV. SUL MURO N. 14 via brentano; (z.d. 1)
VIA S. GIOV. SUL MURO N. 15 ; (z.d. 1)
VIA S. GIOV. SUL MURO N. 8 ; (z.d. 1)
VIA S. GIOV. SUL MURO N. 9 ; (z.d. 1)
VIA SACCO LUIGI N. 3 ; (z.d. 7)
VIA SACCONI GIUSEPPE N. 5 1ø piano; (z.d. 4)
VIA SAFFI AURELIO N. 11 ; (z.d. 1)
VIA SAINT BON SIMONE N. 2 ; (z.d. 7)
VIA SAINT BON SIMONE N. 38 al p.t. e al i piano; (z.d. 7)
VIA SAINT BON SIMONE N. 5 ospedale militare; (z.d. 7)
VIA SALA DEI LONGOBARDI N. 2 (z.d. 1)
VIA SALA DEI LONGOBARDI N. 2 ; (z.d. 1)
VIA SALASCO N. 32 ; (z.d. 5)
VIA SALIERI ANTONIO N. 3 ; (z.d. 3)
VIA SALMINI VITTORIO N. 4 ; (z.d. 5)
VIA SALO' N. 1 ; (z.d. 4)
VIA SALUTATI COLUCCIO N. 2 ; (z.d. 7)
VIA SALVEMINI GAETANO N. 3 ; (z.d. 9)
VIA SALVINI TOMMASO N. 1 ; (z.d. 1)
VIA SALVINI TOMMASO N. 3 ; (z.d. 1)
VIA SAMBUCO N. 7 ; (z.d. 1)
VIA SAMBUCO piano rialzato num.0053; (z.d. 1)
VIA SAMMARTINI GIOVANNI BATTISTA N. 39 ; (z.d. 2)
VIA SAMMARTINI GIOVANNI BATTISTA N. 41 ; (z.d. 2)
VIA SAN BERNARDO N. 32 ; (z.d. 5)
VIA SAN CALOCERO N. 2 ; (z.d. 1)
VIA SAN FAUSTINO N. 27 ; (z.d. 3)
VIA SAN FAUSTINO N. 8 ; (z.d. 3)
VIA SAN FERMO N. 1 ; (z.d. 1)
VIA SAN GALDINO N. 11 (z.d. 8)
VIA SAN GALDINO N. 11 ; (z.d. 8)
VIA SAN GREGORIO N. 11 ; (z.d. 3)
VIA SAN GREGORIO N. 27 (z.d. 3)
"VIA SAN GREGORIO N. 27 via san gregorio, 27 - milano (z.d. 3)"
VIA SAN GREGORIO N. 53 ; (z.d. 2)
VIA SAN LUCA N. 4 (z.d. 1)
VIA SAN MAMETE N. 15 (z.d. 2)
VIA SAN MAMETE N. 15 ; (z.d. 2)
VIA SAN MAMETE N. 3 ; (z.d. 2)
VIA SAN MARCO N. 16 ; (z.d. 1)
VIA SAN MARCO N. 20 ; (z.d. 1)
VIA SAN MARCO N. 28 ; (z.d. 1)
VIA SAN MARCO N. 36 ; (z.d. 1)
VIA SAN MARTINO N. 14 int. centro olistica salus; (z.d. 1)
VIA SAN MARTINO N. 15 ; (z.d. 1)
VIA SAN MAURILIO N. 1 ; (z.d. 1)
VIA SAN PAOLINO N. 18 ; (z.d. 6)
VIA SAN PAOLO N. 13 ; (z.d. 1)
VIA SAN PIETRO ALL'ORTO N. 26 piano rialzato; (z.d. 1)
VIA SAN SIRO N. 16 ; (z.d. 7)
VIA SAN SIRO N. 20 ; (z.d. 7)
VIA SAN SIRO N. 7 ; (z.d. 7)
VIA SAN TOMASO N. 6 ; (z.d. 1)
VIA SAN TOMASO N. 8 (z.d. 1)
VIA SAN TOMASO N. 8 ; (z.d. 1)
VIA SAN VINCENZO N. 1 ; (z.d. 1)
VIA SAN VINCENZO N. 20 (z.d. 1)
VIA SAN VINCENZO N. 20 ; (z.d. 1)
VIA SAN VITO N. 26 (z.d. 1)
VIA SAN VITO N. 26 ; (z.d. 1)
VIA SAND GEORGE N. 1 ; (z.d. 9)
VIA SAND GEORGE N. 2 ; (z.d. 9)
VIA SANFELICE LUISA N. 10 (z.d. 4)
VIA SANFELICE LUISA N. 7 ; (z.d. 4)
VIA SANGALLO N. 10 ; (z.d. 3)
VIA SANGALLO N. 31 ; (z.d. 3)
VIA SANGIORGIO ABBONDIO N. 2 ; (z.d. 1)
VIA SANSOVINO N. 28 ; (z.d. 3)
VIA SANT' AMPELLIO N. 16 ; (z.d. 5)
VIA SANT' ANATALONE N. 5 ; (z.d. 6)
VIA SANT' ANATALONE N. 6 ; (z.d. 6)
VIA SANT' ANDREA N. 15 ; (z.d. 1)
VIA SANT' ANDREA N. 2 ; (z.d. 1)
VIA SANT' ANDREA N. 8 ; (z.d. 1)
VIA SANT' ANTONIO N. 14 ; (z.d. 1)
VIA SANT' ELEMBARDO N. 1 ; (z.d. 2)
VIA SANT' EUFEMIA N. 17 (z.d. 1)
VIA SANT' UGUZZONE N. 21 ; (z.d. 2)
VIA SANTA CROCE N. 1 ; (z.d. 1)
VIA SANTA MARIA ALLA PORTA N. 1 (z.d. 1)
VIA SANTA MARIA FULCORINA N. 13 ; (z.d. 1)
VIA SANTA MARIA SEGRETA N. 7 primo piano; (z.d. 1)
VIA SANTA MARIA VALLE N. 1 ; (z.d. 1)
VIA SANTA MONICA N. 3 ; (z.d. 9)
VIA SANTA RADEGONDA N. 3 interno rinascente 8ø piano; (z.d. 1)
VIA SANTA RITA DA CASCIA N. 3 (z.d. 6)
VIA SANTA RITA DA CASCIA N. 3 ; (z.d. 6)
VIA SANTA RITA DA CASCIA N. 3B (z.d. 6)
VIA SANTA RITA DA CASCIA N. 59 ; (z.d. 6)
VIA SANTA RITA DA CASCIA N. 74 ; (z.d. 6)
VIA SANTA SOFIA N. 1 ; (z.d. 1)
VIA SANTA SOFIA N. 18 ; (z.d. 1)
VIA SANTA SOFIA N. 24 ; (z.d. 1)
VIA SANTA TECLA N. 4 piano rialzato; (z.d. 1)
VIA SANTA TECLA N. 5 ; (z.d. 1)
VIA SANTA TERESA num.020a; (z.d. 5)
VIA SANTI FERNANDO N. 8 ; (z.d. 6)
VIA SANTISSIMI NABORE E FELICE N. 1 (z.d. 7)
VIA SANZIO RAFFAELLO N. 16 ; (z.d. 7)
VIA SANZIO RAFFAELLO N. 26 ; (z.d. 7)
VIA SANZIO RAFFAELLO N. 27 ; (z.d. 7)
VIA SANZIO RAFFAELLO N. 36 ; (z.d. 7)
VIA SANZIO RAFFAELLO N. 39 ; (z.d. 7)
VIA SANZIO RAFFAELLO ingr. via s. siro num.002a; (z.d. 7)
VIA SANZIO RAFFAELLO num.002a; (z.d. 7)
VIA SAPONARO MICHELE N. 36 ; (z.d. 5)
VIA SAPONARO MICHELE N. 38 ; (z.d. 5)
VIA SAPRI N. 89 ; (z.d. 8)
VIA SARDEGNA N. 31 ; (z.d. 7)
VIA SARDEGNA N. 35 ; (z.d. 7)
VIA SARPI FRA' PAOLO N. 1 con ingr.da v.le montello 4/6; (z.d. 1)
VIA SARPI FRA' PAOLO N. 19 ; (z.d. 1)
VIA SARPI FRA' PAOLO N. 22 ; (z.d. 8)
VIA SARPI FRA' PAOLO N. 35 piano interrato; (z.d. 1)
VIA SARPI FRA' PAOLO N. 42 (z.d. 8)
VIA SARPI FRA' PAOLO N. 5 ; (z.d. 1)
VIA SARPI FRA' PAOLO N. 50 ; (z.d. 8)
VIA SARPI FRA' PAOLO N. 52 ; (z.d. 8)
VIA SARPI FRA' PAOLO N. 63 ; (z.d. 8)
VIA SARPI FRA' PAOLO N. 63 piano terra e seminterrato; (z.d. 8)
VIA SARPI FRA' PAOLO N. 8 int. cortile c/o amer.counture; (z.d. 8)
VIA SATTA SEBASTIANO N. 20 (z.d. 8)
VIA SATTA SEBASTIANO N. 3 ; (z.d. 8)
VIA SAULI SANT' ALESSANDRO N. 9 ; (z.d. 2)
VIA SAVOLDO GIAN GIROLAMO N. 3 ; (z.d. 9)
VIA SAVOLDO GIAN GIROLAMO N. 4 ; (z.d. 9)
VIA SAVONA N. 13 ; (z.d. 6)
VIA SAVONA N. 14 ; (z.d. 6)
VIA SAVONA N. 20 ; (z.d. 6)
VIA SAVONA N. 45 ; (z.d. 6)
VIA SAVONA N. 59 ingr.v.stendhal; (z.d. 6)
VIA SAVONA N. 61 ; (z.d. 6)
VIA SAVONA N. 80 ; (z.d. 6)
VIA SCALVINI GIOVITA N. 3 ; (z.d. 9)
VIA SCANINI ALESSANDRO N. 15 ; (z.d. 7)
VIA SCARLATTI DOMENICO N. 27 con ingresso via m.macchi; (z.d. 2)
VIA SCARLATTI DOMENICO N. 7 ; (z.d. 3)
VIA SCARPA ANTONIO N. 15 ; (z.d. 7)
VIA SCHIAPARELLI GIOVANNI N. 1 riservato ai soli soci; (z.d. 2)
VIA SCHIAPARELLI GIOVANNI N. 4 ; (z.d. 2)
VIA SCHIAPARELLI GIOVANNI N. 8 ; (z.d. 2)
VIA SCIESA AMATORE N. 18 ; (z.d. 4)
VIA SCIESA AMATORE N. 21 ; (z.d. 4)
VIA SCIESA AMATORE N. 7 ; (z.d. 4)
VIA SCROSATI LUIGI N. 8 ; (z.d. 6)
VIA SEBASTIANO DEL PIOMBO N. 12 ; (z.d. 8)
VIA SEBASTIANO DEL PIOMBO N. 15 (z.d. 8)
VIA SEBASTIANO DEL PIOMBO N. 23 ; (z.d. 8)
VIA SEBASTIANO DEL PIOMBO N. 3 (z.d. 8)
VIA SEBASTIANO DEL PIOMBO N. 3 altri locali; (z.d. 8)
VIA SEBASTIANO DEL PIOMBO N. 4 ; (z.d. 8)
VIA SEBENICO N. 14 ; (z.d. 9)
VIA SEBENICO N. 3 (z.d. 9)
VIA SEBENICO N. 3 ; (z.d. 9)
VIA SEBETO N. 1 con ingr. p.za giovine italia; (z.d. 1)
VIA SEBINO N. 19 ; (z.d. 4)
VIA SEBINO N. 8 ; (z.d. 4)
VIA SELLA QUINTINO N. 2 ; (z.d. 1)
VIA SENATO N. 11 interno palestra (z.d. 1)
VIA SENATO N. 13 ; (z.d. 1)
VIA SENATO N. 15 ; (z.d. 1)
VIA SENATO N. 2 ; (z.d. 1)
VIA SENATO N. 5 con ingresso via della spiga 8; (z.d. 1)
VIA SERAO MATILDE N. 7 ; (z.d. 7)
VIA SERCOGNANI GIUSEPPE N. 2 (z.d. 8)
VIA SERCOGNANI GIUSEPPE N. 4 ; (z.d. 8)
VIA SERLIO SEBASTIANO N. 11 ; (z.d. 4)
VIA SERLIO SEBASTIANO num.0082; (z.d. 4)
VIA SETTALA LODOVICO N. 20 (z.d. 3)
VIA SETTALA LODOVICO N. 20 ; (z.d. 3)
VIA SETTALA LODOVICO N. 9 ; (z.d. 3)
VIA SETTEMBRINI LUIGI N. 18 i piano; (z.d. 3)
VIA SETTEMBRINI LUIGI N. 2 ; (z.d. 3)
VIA SETTEMBRINI LUIGI N. 20 ; (z.d. 3)
VIA SETTEMBRINI LUIGI N. 29 ; (z.d. 2)
VIA SETTEMBRINI LUIGI N. 49 ; (z.d. 2)
VIA SETTEMBRINI LUIGI N. 60 ; (z.d. 3)
VIA SFORZA ASCANIO N. 81 ; (z.d. 5)
VIA SIGIERI GOFFREDO N. 1 ; (z.d. 4)
VIA SIGIERI GOFFREDO N. 4 (z.d. 4)
VIA SIGIERI GOFFREDO N. 6 ; (z.d. 4)
VIA SILVA GUGLIELMO N. 29 ; (z.d. 8)
VIA SILVA GUGLIELMO N. 35 ; (z.d. 8)
VIA SILVA GUGLIELMO N. 39 ; (z.d. 8)
VIA SILVA GUGLIELMO N. 43 ; (z.d. 8)
VIA SILVA GUGLIELMO N. 45 ; (z.d. 8)
VIA SILVA GUGLIELMO N. 49 ; (z.d. 8)
VIA SIMONETTA CICCO N. 17 ; (z.d. 1)
VIA SIRTORI GIUSEPPE N. 13 ; (z.d. 3)
VIA SIRTORI GIUSEPPE N. 4 (z.d. 3)
VIA SISMONDI GIANCARLO N. 1 ; (z.d. 4)
VIA SISMONDI GIANCARLO N. 36 ; (z.d. 4)
VIA SISMONDI GIANCARLO N. 38 (z.d. 4)
VIA SISMONDI GIANCARLO N. 48 (z.d. 4)
VIA SISMONDI GIANCARLO N. 48 ; (z.d. 4)
VIA SLATAPER SCIPIO N. 17 ; (z.d. 2)
VIA SLATAPER SCIPIO N. 19 ; (z.d. 2)
VIA SMAREGLIA ANTONIO N. 1 ; (z.d. 4)
VIA SODERINI LUIGI N. 25 ; (z.d. 6)
VIA SODERINI LUIGI N. 55 ; (z.d. 6)
VIA SODERINI LUIGI N. 9 ; (z.d. 6)
VIA SOLARI ANDREA N. 1 ; (z.d. 6)
VIA SOLARI ANDREA N. 12 primo piano; (z.d. 6)
VIA SOLARI ANDREA N. 15 ; (z.d. 6)
VIA SOLARI ANDREA N. 23 ; (z.d. 6)
VIA SOLARI ANDREA N. 3 ; (z.d. 6)
VIA SOLARI ANDREA N. 4 ; (z.d. 6)
VIA SOLARI ANDREA N. 40 ; (z.d. 6)
VIA SOLARI ANDREA N. 41 (z.d. 6)
VIA SOLARI ANDREA N. 41 ; (z.d. 6)
VIA SOLARI ANDREA N. 43 (z.d. 6)
VIA SOLARI ANDREA N. 48 ; (z.d. 6)
VIA SOLARI ANDREA num.002a; (z.d. 6)
VIA SOLARI ANDREA num.043; (z.d. 6)
VIA SOLAROLI PAOLO N. 10 ; (z.d. 5)
VIA SOLFERINO N. 11 ; (z.d. 1)
VIA SOLFERINO N. 12 ; (z.d. 1)
VIA SOLFERINO N. 24 ; (z.d. 1)
VIA SOLFERINO N. 24 piano seminterrato; (z.d. 1)
VIA SOLFERINO N. 25 ; (z.d. 1)
VIA SOLFERINO N. 3 (z.d. 1)
VIA SOLFERINO N. 42 ; (z.d. 1)
VIA SOLFERINO N. 46 ; (z.d. 1)
VIA SOLFERINO N. 56 ; (z.d. 1)
VIA SOMMACAMPAGNA N. 9 ; (z.d. 9)
VIA SONNINO SIDNEY N. 2 ; (z.d. 8)
VIA SOPERGA N. 52 ; (z.d. 2)
VIA SOTTOCORNO PASQUALE N. 1 ; (z.d. 4)
VIA SOTTOCORNO PASQUALE N. 17 ; (z.d. 4)
VIA SOTTOCORNO PASQUALE N. 2 ; (z.d. 4)
VIA SOTTOCORNO PASQUALE N. 3 ; (z.d. 4)
VIA SPADARI N. 3 ; (z.d. 1)
VIA SPALLANZANI LAZZARO N. 15 (z.d. 3)
VIA SPALLANZANI LAZZARO N. 36 ; (z.d. 3)
VIA SPALLANZANI LAZZARO N. 6 primo piano; (z.d. 3)
VIA SPARTACO N. 21 ; (z.d. 4)
VIA SPARTACO N. 23 ; (z.d. 4)
VIA SPARTACO N. 37 ; (z.d. 4)
VIA SPARTACO N. 38 ; (z.d. 4)
VIA SPONTINI GASPARE N. 1 interno - primo piano; (z.d. 3)
VIA SPONTINI GASPARE N. 10 ; (z.d. 3)
VIA SPONTINI GASPARE N. 4 ; (z.d. 3)
VIA STAMIRA D'ANCONA N. 27 (z.d. 2)
VIA STAMPA N. 1 ; (z.d. 1)
VIA STAMPA N. 1 ingresso da v.quasimodo; (z.d. 1)
VIA STATUTO N. 12 ; (z.d. 1)
VIA STATUTO N. 18 con ingresso v- moscova nø 39; (z.d. 1)
VIA STAZIO CECILIO N. 11 ; (z.d. 2)
VIA STAZIO CECILIO N. 18 (z.d. 2)
VIA STENDHAL ENRICO N. 57 ; (z.d. 6)
VIA STEPHENSON GIORGIO N. 4 ; (z.d. 8)
VIA STOPPANI ANTONIO N. 10 ; (z.d. 3)
VIA STOPPANI ANTONIO N. 12 ; (z.d. 3)
VIA STOPPANI ANTONIO N. 15 ; (z.d. 3)
VIA STOPPANI ANTONIO N. 33 ; (z.d. 3)
VIA STRADELLA ALESSANDRO N. 1 ang.via eustachi; (z.d. 3)
VIA STRADIVARI ANTONIO N. 1 ; (z.d. 3)
VIA STRAMBIO GAETANO N. 22 (z.d. 3)
VIA STRAMBIO GAETANO N. 23 estetista in appartamento; (z.d. 3)
VIA STRAMBIO GAETANO N. 29 ; (z.d. 3)
VIA STRESA N. 16 ; (z.d. 2)
VIA STRIGELLI GAETANO N. 5 ; (z.d. 4)
VIA STROMBOLI N. 22 ; (z.d. 7)
VIA SULMONA N. 23 1 locale; (z.d. 4)
VIA SULMONA N. 23 ; (z.d. 4)
VIA TABACCHI ODOARDO N. 3 ; (z.d. 5)
VIA TADINO ALESSANDRO N. 13 ; (z.d. 3)
VIA TADINO ALESSANDRO N. 15 ; (z.d. 3)
VIA TADINO ALESSANDRO N. 18 ; (z.d. 3)
VIA TADINO ALESSANDRO N. 19 (z.d. 3)
VIA TADINO ALESSANDRO N. 2 ; (z.d. 3)
VIA TADINO ALESSANDRO N. 26 ; (z.d. 3)
VIA TADINO ALESSANDRO N. 3 (z.d. 3)
VIA TADINO ALESSANDRO N. 3 ; (z.d. 3)
VIA TAGIURA N. 10 ; (z.d. 6)
VIA TAGLIAMENTO N. 19 int.palestra per soli; (z.d. 4)
VIA TAGLIAMENTO N. 5 ; (z.d. 4)
VIA TAJANI FILIPPO N. 1 via tajani 1 (z.d. 3)
VIA TAJANI FILIPPO N. 10 (z.d. 3)
VIA TAJANI FILIPPO N. 11 ; (z.d. 3)
VIA TALLONE CESARE N. 16 ; (z.d. 3)
VIA TANTARDINI ANTONIO N. 8 ; (z.d. 5)
VIA TAORMINA N. 2 ingr. via trescore ang.caserta; (z.d. 9)
